timestamp,ran_ue_id,cell_id,dl_bitrate,ul_bitrate,dl_tx,ul_tx,dl_retx,ul_retx,pusch_snr,epre,ul_phr,ul_path_loss,p_ue,dl_mcs,ul_mcs,turbo_decoder_min,turbo_decoder_avg,turbo_decoder_max,cqi,ri,initial_ta
2025-02-05 18:06:49,2,1,75700,11837,15,7,0,0,3.5,-111.2,38,70.2,-15,24,0.7,2,2.143,3,15,2,5
2025-02-05 18:06:50,5,1,40448,64169,16,15,2,0,14.8,-99.8,38,67.7,-15,13,5.2,1,1.824,4,10,2,5
2025-02-05 18:06:50,3,1,2921,0,1,0,0,0,7.6,-107.9,38,70.7,-14,24,15,2,5
2025-02-05 18:06:50,2,1,65757,6448,10,4,1,0,3.9,-110.8,38,70.1,-15,24,1,2,2,2,15,2,5
2025-02-05 18:06:51,5,1,44212,69037,20,18,1,1,14.8,-98.9,38,69.6,-14,12.9,6.3,1,2.048,5,10,2,5
2025-02-05 18:06:51,3,1,88875,47825,14,15,0,2,10.5,-106.8,38,71.2,-14,24,3.2,1,2.611,5,15,2,5
2025-02-05 18:06:51,2,1,73912,8662,15,6,0,0,4,-110.6,38,70.1,-15,24,1.3,2,2,2,15,2,5
2025-02-05 18:06:51,5,1,49012,70312,18,17,0,0,12.1,-102.4,38,69.3,-14,13.3,6.8,1,1.842,3,9,2,5
2025-02-05 18:06:51,3,1,6025,0,2,0,0,0,10.5,-106.8,38,71.2,-14,24,15,2,5
2025-02-05 18:06:51,2,1,127487,33437,28,19,0,0,2.7,-112.3,38,72.7,-15,24,1.7,2,2.474,5,15,2,5
2025-02-05 18:06:52,5,1,42875,62762,17,13,2,0,11.6,-103.6,38,69.5,-14,12.5,7.3,1,2.067,3,10,2,5
2025-02-05 18:06:52,3,1,1100,0,1,0,0,0,10.5,-106.8,38,71.2,-14,24,15,2,5
2025-02-05 18:06:52,2,1,73562,7000,11,5,0,0,5.2,-111,38,72.7,-15,24,1.6,2,2.2,3,15,2,5
2025-02-05 18:06:52,5,1,47250,114012,20,19,1,0,13.9,-100,38,70,-14,13,6.5,1,1.864,4,11,2,5
2025-02-05 18:06:52,3,1,23337,55912,8,10,0,0,4.3,-108.3,38,69.8,-15,25,2.7,2,2.2,3,15,2,5
2025-02-05 18:06:52,2,1,70000,8362,13,5,0,1,4.2,-111.3,38,71.2,-15,24,2.4,2,2.833,5,15,2,5
2025-02-05 18:06:53,5,1,3141525,146312,62,20,2,1,16.2,-98.8,38,69.4,-14,14.2,6.9,1,2,5,10,2,5
2025-02-05 18:06:53,3,1,3162,0,1,0,0,0,4.3,-108.3,38,69.8,-15,25,15,2,5
2025-02-05 18:06:53,2,1,61387,4987,9,3,0,0,6.4,-109.2,38,73.1,-15,24,2.3,2,2.333,3,15,2,5
2025-02-05 18:06:54,5,1,46712,66687,18,16,0,0,15.2,-100.1,38,68.3,-14,13.2,7.6,1,1.944,4,10,2,5
2025-02-05 18:06:54,3,1,6325,0,2,0,0,0,4.3,-108.3,38,69.8,-15,25,15,2,5
2025-02-05 18:06:54,2,1,76475,11125,16,6,0,0,4.3,-110.6,38,72.9,-15,24,2.7,2,2.833,5,15,2,5
2025-02-05 18:06:54,5,1,44950,69262,19,17,1,0,15.4,-99.3,38,69.6,-14,13.1,6.1,1,2,3,10,2,5
2025-02-05 18:06:54,3,1,1200,0,1,0,0,0,4.3,-108.3,38,69.8,-15,25,15,2,5
2025-02-05 18:06:54,2,1,66062,8112,12,5,0,0,3.3,-111.5,38,71.3,-15,23.2,1.8,2,2.6,3,15,2,5
2025-02-05 18:06:55,5,1,45175,65425,18,16,3,0,14.9,-99.8,38,67.4,-14,13,6,1,1.944,5,10,2,5
2025-02-05 18:06:55,3,1,3162,0,1,0,0,0,4.3,-108.3,38,69.8,-15,25,15,2,5
2025-02-05 18:06:55,2,1,68600,8562,11,6,0,0,5.1,-109.6,38,69.6,-15,24,1.8,2,2,2,15,2,5
2025-02-05 18:06:56,5,1,48437,64937,19,17,0,0,19,-99,38,67,-15,13,4.8,1,1.684,3,10,2,5
2025-02-05 18:06:56,3,1,6325,0,2,0,0,0,4.3,-108.3,38,69.8,-15,25,15,2,5
2025-02-05 18:06:56,2,1,74412,13562,15,8,0,0,3.3,-112.1,38,73.2,-15,24.1,1.4,2,2.375,3,15,2,5
2025-02-05 18:06:56,5,1,41162,75687,16,14,1,0,11.7,-103,38,67.9,-14,13.8,8.4,1,1.824,3,10,2,5
2025-02-05 18:06:56,3,1,3162,0,1,0,0,0,4.3,-108.3,38,69.8,-15,25,15,2,5
2025-02-05 18:06:56,2,1,58987,6650,9,4,0,0,2.9,-111.9,38,70.8,-15,25,1,2,2,2,15,2,5
2025-02-05 18:06:57,5,1,40737,61012,17,14,1,0,13.9,-101.5,38,66.1,-15,13.6,5.1,1,1.875,4,11,2,5
2025-02-05 18:06:57,3,1,6216900,78387,85,20,0,0,11.1,-109.5,38,66.6,-15,25,2,1,1.85,3,15,2,5
2025-02-05 18:06:57,2,1,72387,13487,14,9,1,0,3.2,-111.6,38,69.9,-15,24.4,1.8,2,2.667,3,15,2,5
2025-02-05 18:06:58,5,1,46925,77187,18,17,2,0,14.4,-100,38,65.8,-15,14.2,4.6,1,1.9,5,10,2,5
2025-02-05 18:06:58,3,1,3253375,10312,38,7,0,0,4.6,-110.9,38,66.6,-15,25,1.8,1,2.429,5,15,2,5
2025-02-05 18:06:58,2,1,66325,6600,12,4,1,0,4.5,-111.3,38,69.9,-15,23.6,1.2,2,2,2,15,2,5
2025-02-05 18:06:58,5,1,48125,67850,19,18,3,0,11.1,-104.4,38,66.3,-14,14.5,5.6,1,1.9,4,10,2,5
2025-02-05 18:06:58,3,1,6325,0,2,0,0,0,4.6,-110.9,38,66.6,-15,25,15,2,5
2025-02-05 18:06:58,2,1,82762,12537,17,7,0,0,4.6,-110.8,38,71.6,-15,24,2.1,2,2.286,3,15,2,5
2025-02-05 18:06:59,5,1,5269025,187525,109,34,4,4,12,-103.5,38,64.8,-15,13.1,6.3,1,2.279,5,10,2,5
2025-02-05 18:06:59,3,1,1200,0,1,0,0,0,4.6,-110.9,38,66.6,-15,25,15,2,5
2025-02-05 18:06:59,2,1,63525,10575,12,6,1,0,4.2,-110.6,38,71.6,-15,23.6,3,2,2.833,3,15,2,5
2025-02-05 18:06:59,5,1,47162,64637,19,15,1,0,12.9,-101.3,38,68.4,-15,13.4,4.3,1,1.647,3,11,2,5
2025-02-05 18:06:59,3,1,3162,0,1,0,0,0,4.6,-110.9,38,66.6,-15,25,15,2,5
2025-02-05 18:06:59,2,1,63187,8162,11,5,0,0,2.7,-112.3,38,72,-15,23,1.6,2,2.6,3,15,2,5
2025-02-05 18:07:00,5,1,49825,72337,20,19,2,0,11.5,-104.5,38,65.7,-15,13.5,5.2,1,1.762,4,10,2,5
2025-02-05 18:07:00,3,1,3162,0,1,0,0,0,4.6,-110.9,38,66.6,-15,25,15,2,5
2025-02-05 18:07:00,2,1,90612,30462,22,16,1,0,3.3,-111.7,38,70.6,-15,23,1.1,2,2.188,3,15,2,5
2025-02-05 18:07:01,5,1,43272,63454,18,16,0,1,14.3,-100,38,68.5,-14,13.1,4.4,1,1.895,5,10,2,5
2025-02-05 18:07:01,3,1,6133,0,2,0,0,0,4.6,-110.9,38,66.6,-15,25,15,2,5
2025-02-05 18:07:01,2,1,68145,9575,15,6,0,0,3.2,-111.4,38,70,-15,23,2,2,2.833,4,15,2,5
2025-02-05 18:07:01,5,1,45224,66327,19,17,2,0,12.9,-102.9,38,69.2,-14,13.7,5.8,1,1.722,5,11,2,5
2025-02-05 18:07:01,3,1,10363,3272,4,2,0,0,5.6,-108.8,38,68.8,-15,25,2.5,1,1.5,2,15,2,5
2025-02-05 18:07:01,2,1,64230,7963,12,5,0,0,4.3,-110.3,38,72.3,-15,23,1.4,2,2.6,4,15,2,5
2025-02-05 18:07:02,5,1,48662,63487,18,13,3,0,12,-103,38,67.5,-14,14.2,6.2,1,1.929,5,10,2,5
2025-02-05 18:07:02,3,1,3162,0,1,0,0,0,5.6,-108.8,38,68.8,-15,25,15,2,5
2025-02-05 18:07:02,2,1,75125,12950,14,8,0,0,5.3,-109.8,38,71.5,-15,23,1.9,2,2.125,3,15,2,5
2025-02-05 18:07:03,5,1,49500,73787,19,17,3,0,10.9,-104.3,38,66.2,-15,13.9,5.3,1,1.789,3,10,2,5
2025-02-05 18:07:03,3,1,6325,0,2,0,0,0,5.6,-108.8,38,68.8,-15,25,15,2,5
2025-02-05 18:07:03,2,1,76150,11425,14,6,0,0,5.5,-111.4,38,72.4,-15,23,3,2,2.5,3,15,2,5
2025-02-05 18:07:03,5,1,43737,70575,17,17,1,0,10.8,-103.9,38,67.6,-14,13.7,4.8,1,1.737,4,10,2,5
2025-02-05 18:07:03,3,1,3162,0,1,0,0,0,5.6,-108.8,38,68.8,-15,25,15,2,5
2025-02-05 18:07:03,2,1,72900,8312,14,5,1,0,3.3,-111.9,38,74.2,-15,23,1.8,2,3,5,15,2,5
